candle,shade_high,shade_low,interest,type
130,86,113,-0.8524833209785072,0
89,35,136,0.5514591982154968,1
203,44,157,-1.375549910155513,0
416,210,154,2.5469907549133666,1
48,39,190,0.3051944088384317,1
42,54,240,0.2071023938600262,1
10,232,170,0.0608753880806034,1
23,67,113,0.1701610452749946,1
51,27,204,0.308978553253354,1
370,208,75,2.169274537695585,1
235,25,108,1.431325582753999,1
323,2,66,-1.939592218262547,0
60,96,114,0.385756676557861,1
116,112,17,-0.7002967359050558,0
193,7,60,-1.1594549366483449,0
140,68,89,-0.8404885717741024,0
166,288,20,-1.0427465089334618,0
173,105,39,-1.047572097609077,0
81,31,37,0.5018898320837764,1
2,101,47,-0.0247846830658602,0
190,35,62,-1.183762008057016,0
251,0,35,-1.574259909683903,0
89,101,114,0.5702337958562964,1
91,60,95,0.5607358870967687,1
64,67,6,-0.3654233870967829,0
179,1,80,-1.0433792841785705,0
153,88,46,-0.9713080708032464,0
119,119,55,0.8509277031349995,1
152,350,157,-0.9660908509277136,0
210,151,193,-1.3566767879061956,0
121,94,110,-0.7466107800117783,0
191,95,115,-1.3196964698119444,0
216,166,13,-1.4643931795386038,0
388,424,156,2.700561241333773,1
136,127,191,-0.9442060085836772,0
114,98,256,-0.7199040127982954,0
331,87,159,-2.3096548945884336,0
210,334,85,1.4227642276422756,1
107,178,71,-0.650406504065046,0
257,64,307,1.9130434782608603,1
53,396,138,-0.2541806020066985,0
189,218,449,1.3038586273082302,1
495,90,0,3.066658112529666,1
79,38,271,-0.5709886443831351,0
161,85,423,-1.0646535036779028,0
195,150,425,1.236714975845416,1
162,136,175,1.1398369842078466,1
131,356,124,0.8773590860316887,1
247,122,24,1.4738805970149258,1
55,152,185,-0.2736318407960283,0
52,120,282,0.2550227032406553,1
33,173,107,0.1862544235425645,1
445,207,63,2.635555824215686,1
9,161,224,0.0966241922821353,1
194,102,24,-1.099100187209359,0
24,90,86,0.2375730994152007,1
210,0,32,-1.2609649122806983,0
278,42,8,1.7398157129000964,1
50,45,139,-0.2909796314257988,0
336,16,17,-2.1522373540855995,0
175,134,29,-1.1432832111345874,0
116,113,0,0.7547875990268977,1
48,70,35,0.3047263681592085,1
172,48,16,1.04006400393871,1
24,61,62,0.1413470993116874,1
268,9,85,-1.622418879056056,0
102,36,40,0.6824668072961941,1
25,55,79,-0.1489018488646252,0
200,11,76,-1.2489126382502749,0
31,31,56,0.1194067370537936,1
142,42,30,0.8906882591093108,1
139,48,73,-0.8408595453129948,0
88,145,16,-0.5778894472361742,0
70,24,114,0.4277805737292368,1
166,31,0,1.0458167330677384,1
25,310,38,0.1119263773162657,1
58,296,98,0.4025515575648768,1
201,37,23,1.2778185375397442,1
64,114,145,0.3351410639205312,1
52,297,44,0.3884673748103324,1
28,39,149,-0.1517450682852796,0
225,92,45,-1.3799392097264302,0
22,96,51,-0.1479381125562611,0
193,56,151,1.195486428789252,1
34,175,59,0.1583338408135972,1
307,65,46,-1.8573777480055893,0
233,13,26,1.4070720665606302,1
65,173,107,0.3231904384413724,1
366,251,24,-2.2867248002927028,0
285,19,222,1.735451033298574,1
113,211,197,0.6276660572821555,1
218,62,88,1.2516548321097645,1
285,58,105,-1.757130822000235,0
323,105,15,1.9518347246411596,1
90,72,123,0.5138316305192063,1
33,79,135,-0.2150923104499185,0
152,121,31,0.9489354130834472,1
66,75,49,-0.4270209358875405,0
133,74,11,-0.8100542021561665,0
272,26,14,-1.6993935026721942,0
119,39,37,-0.7269395235186238,0
169,28,35,-0.97840132914898,0
2,86,80,0.0062138818119734,1
11,123,54,-0.0559249363077043,0
158,4,20,0.9727866026351392,1
238,13,69,1.4441747572815586,1
43,106,118,0.2843831306347084,1
37,49,195,-0.2299267864706138,0
67,180,126,-0.3820728970828924,0
332,8,9,1.957741434881214,1
14,60,124,-0.1074370299630089,0
4,161,31,-0.0179254302103402,0
183,70,1,-1.1115759278073227,0
172,78,6,1.0287696632573784,1
121,43,7,0.7362108887965348,1
37,181,70,0.2428334517886838,1
183,45,71,1.0606504541459003,1
125,33,50,-0.7324934075593177,0
1801,545,53,9.624413145539904,1
218,516,218,1.1548805568739056,1
414,310,123,-2.1462848705373574,0
815,37,160,-4.381332183660277,0
77,139,69,-0.4170658851378022,0
167,115,42,0.9085300880489058,1
122,105,162,0.7016762265411813,1
78,185,105,-0.4288021384418385,0
249,297,5,1.3734899884163525,1
146,174,61,0.8043335521996084,1
135,102,110,-0.7386736703873851,0
41,157,82,0.2145214521452203,1
1,129,119,0.0439850450846677,1
281,10,57,-1.5889597536837528,0
51,50,105,-0.279345214816459,0
286,92,56,1.5933399492777482,1
325,216,0,1.7123658827354546,1
102,194,65,0.5443276744812664,1
122,93,217,-0.6251684182161199,0
202,153,103,-1.1063506697760204,0
70,79,122,0.3061615001913509,1
85,151,64,0.4733920992490965,1
140,21,76,0.7399405887118604,1
278,71,68,-1.533891439373491,0
258,7,222,-1.4042016345784702,0
358,17,93,-1.9916550764951355,0
159,147,107,0.9446162496485896,1
545,405,33,2.930902739875563,1
600,20,85,-3.3457046173998464,0
335,42,421,-2.010277260150218,0
133,10,291,-0.772200772200776,0
95,96,50,0.5429446080979687,1
809,8,50,-4.672789233523943,0
210,29,36,1.1854867680517174,1
162,52,5,0.966498665876074,1
234,5,74,1.3858028300783616,1
98,24,36,-0.6139632791486349,0
230,127,220,1.3522925130586143,1
105,37,63,0.6171771356059281,1
552,0,30,-3.2185499221318565,0
391,14,95,-2.3541331426187497,0
9,72,81,-0.1159667968750142,0
90,32,124,0.5227645735821511,1
197,4,0,1.183325324363281,1
289,8,208,-1.8020182604517032,0
4,163,89,0.0183475016818448,1
157,43,45,0.9570537282694288,1
32,39,111,0.1934586784354053,1
81,58,76,-0.4957378634907172,0
10,37,61,-0.0243028130505962,0
227,16,0,1.343006175430176,1
106,108,131,0.6433549770655986,1
144,11,27,-0.8756776076725998,0
202,14,31,-1.09375,0
244,47,131,1.4668023708315872,1
161,25,51,1.0133933862747426,1
52,85,28,-0.2844613014104595,0
5,104,73,-0.0832045643646779,0
85,7,54,-0.5591244349274263,0
333,26,7,2.0104331516323697,1
269,32,94,-1.564972744856675,0
141,117,0,0.7915879017013339,1
54,40,189,-0.3603497164461373,0
121,44,34,0.7239552678045982,1
36,50,141,-0.2236609770453128,0
123,84,64,0.7145367225020465,1
34,159,128,-0.158135176291438,0
137,104,12,-0.8799202205666603,0
102,39,106,-0.5740664023199429,0
135,42,159,-0.7619047619047592,0
24,239,35,0.1676646706586808,1
126,85,105,-0.7365269461077872,0
94,44,49,-0.6032454605779236,0
78,80,24,-0.4794562116890262,0
70,66,46,0.4311130001821652,1
130,132,34,-0.8075778735806693,0
38,63,156,-0.2326150832517157,0
204,168,62,-1.1657872131549851,0
148,51,15,-0.893965731313628,0
157,118,41,-0.9458782260085172,0
307,88,0,1.8618506795754968,1
15,39,138,-0.1737727300937166,0
244,246,17,1.4942739910588472,1
129,145,3,0.7838133430550585,1
341,11,15,2.0357142857142776,1
82,158,30,-0.5059523809523796,0
25,37,164,0.1374118771657464,1
241,21,0,-1.4697096427291143,0
288,0,125,-1.6917293233082802,0
23,34,177,-0.1418614691913973,0
143,26,26,0.8451739343459082,1
387,152,30,2.274359588221216,1
179,11,100,1.0658455708195191,1
94,534,0,0.5652378709373522,1
22,115,153,-0.1059821008007588,0
251,0,144,1.4063226406322684,1
180,5,41,-1.0576476057647568,0
196,0,46,1.138079201021938,1
375,80,37,-2.2180931366856385,0
22,155,62,-0.1365795724465499,0
86,57,42,-0.5292263780698079,0
65,75,115,0.2861230329041575,1
257,163,84,1.560849665532217,1
228,338,106,1.285912882298419,1
113,38,260,-0.6371640407785009,0
501,160,88,2.8377230246389047,1
123,108,159,0.6751054852320664,1
240,178,206,-1.4458509142053373,0
78,205,141,-0.4566731362027667,0
358,67,76,-2.0644569331345366,0
113,169,129,-0.6850919311394819,0
224,26,70,1.355123880423406,1
288,23,89,1.6192710419408485,1
61,270,18,0.2966512636202907,1
14,45,307,-0.0684579839123671,0
34,290,154,-0.1769709425129946,0
85,192,108,0.4384216819450017,1
104,110,95,0.605546123372946,1
41,64,183,-0.2093944538766265,0
280,60,70,-1.576589349515103,0
66,122,56,0.3960055096418671,1
6,77,123,0.0229515721827056,1
169,125,0,0.9772727272727336,1
216,113,48,-1.193181818181813,0
38,73,170,0.2237649893855149,1
142,88,4,0.7516656226866303,1
186,148,30,1.0201781084432469,1
274,21,41,1.5427302996670278,1
260,22,40,-1.4483906770255288,0
17,145,4,-0.0900951630159312,0
159,6,22,-0.8961280504987741,0
185,9,2,1.0467079347214536,1
78,121,88,0.4314450607945161,1
341,119,100,1.837082668720086,1
337,17,269,1.8145487930010236,1
59,177,181,-0.356429227196628,0
52,147,89,-0.270988022329405,0
151,99,1,0.7925382790597268,1
106,107,193,0.626841682293076,1
88,99,126,0.421468203158355,1
36,56,98,-0.1973965002134008,0
18,192,30,-0.0908750735019054,0
12,82,174,-0.0856072766185178,0
161,0,96,-0.8996465674199356,0
225,59,71,-1.2158218956014224,0
141,12,84,0.749226342363869,1
130,43,47,-0.7600846951517326,0
292,0,20,1.5511391177896172,1
31,29,93,-0.1615769914364193,0
14,54,100,-0.0755246264228333,0
90,8,38,0.4888793381325911,1
57,14,230,0.3319768687084945,1
95,85,43,0.495497895465931,1
169,56,153,-0.9004209068144178,0
56,128,63,0.3055153561665946,1
40,118,86,0.1979244677436611,1
91,10,91,-0.5188830640847328,0
230,24,44,1.216402847126318,1
188,107,103,-1.0464251566981773,0
30,18,78,-0.1503032905684591,0
471,5,6,2.500262081979244,1
703,87,51,3.5539153733380573,1
477,28,104,-2.4114048834740487,0
30,137,315,0.2119410700439346,1
12,87,311,-0.0723701214784284,0
91,67,340,-0.5845533081578935,0
341,30,207,1.703237686051878,1
291,295,9,1.4169019766034694,1
12,90,289,-0.0403388463089839,0
82,309,114,-0.4338175948345508,0
93,214,37,-0.4863714662073164,0
260,376,5,1.3113600964678795,1
69,123,91,-0.3416570366276517,0
120,34,91,0.6013530443497928,1
24,237,209,0.1601040676439851,1
282,171,58,1.435052766545013,1
335,282,53,1.553548888241565,1
44,30,304,-0.2281774929604836,0
249,181,63,-1.206753929249189,0
294,13,211,-1.4185095798650451,0
51,68,184,0.2591319081078325,1
294,9,9,-1.475058553844633,0
23,67,218,-0.1062161752061143,0
642,39,38,3.1577915073060723,1
232,0,155,-1.1375894871040515,0
69,123,161,0.3361344537815114,1
9,226,140,0.044468600227276,1
139,104,202,-0.6719699589900614,0
117,35,154,-0.6168233596975625,0
195,314,11,1.0058467941730245,1
363,69,75,1.7477240640669862,1
222,206,44,-1.1099751716080135,0
20,111,112,-0.0787672918820447,0
130,33,27,-0.6651229245701415,0
28,31,123,-0.1339152861819172,0
73,207,2,-0.357586292525454,0
10,93,212,-0.0199371978268345,0
305,100,14,-1.5205144822772922,0
82,6,174,-0.4404171307077007,0
225,167,71,-1.144048405959225,0
239,72,68,1.1792213073091349,1
209,71,3,1.0461724172618574,1
66,46,92,-0.3319585554772999,0
169,45,82,-0.8528461849010824,0
80,72,40,0.4257260149004196,1
116,107,26,0.5694416448296806,1
440,103,175,-2.232412819995972,0
47,97,232,-0.252564300809226,0
68,44,181,-0.3875568416701043,0
210,67,239,-1.1153187736681076,0
157,16,81,0.8684799001508168,1
90,15,115,0.4452498058503664,1
16,48,95,-0.1294330830960461,0
108,70,51,0.5618846332285017,1
120,40,106,-0.6082787772565581,0
154,51,162,0.7923848726524199,1
113,120,54,0.5678911286196637,1
268,8,81,-1.350659981581913,0
46,40,70,-0.2644953842962394,0
430,16,88,-2.1943736675159897,0
25,123,210,-0.0691158487957892,0
166,169,111,0.8858890529424173,1
81,92,82,0.4200798151648683,1
181,81,91,-0.9294265910523052,0
58,198,27,0.2853971777390285,1
30,73,98,0.2109593375876812,1
83,48,17,0.4358328082335703,1
251,117,6,1.2752721617418388,1
260,33,37,-1.3945049248315229,0
42,79,220,-0.2365806214184402,0
681,76,98,-3.551854974704881,0
0,190,88,0.0163889647637205,1
145,47,126,-0.8030592734225763,0
59,43,298,-0.3304328670558476,0
73,111,16,0.3852928225451251,1
16,68,62,-0.071554381329804,0
16,37,75,0.0770543232979292,1
234,1,14,-1.3209312565358573,0
1,121,75,0.0223052473094327,1
61,91,57,-0.3122734623320156,0
7,112,40,-0.0447502377356414,0
38,41,30,-0.2574290670994514,0
144,5,82,-0.8416091567076194,0
46,93,46,0.276492495203712,1
99,43,13,0.5276156264032466,1
26,36,100,0.1457235735904021,1
54,38,6,-0.3138661585024209,0
40,30,72,-0.2305183852468388,0
315,92,16,1.7496262665411564,1
73,11,43,0.3695939982347909,1
134,30,58,0.7283281309895386,1
56,75,29,-0.3066644762061088,0
47,169,207,0.3284971256501592,1
129,192,189,-0.7445934848070124,0
121,53,104,0.6847814177714611,1
79,4,194,0.4309169257622756,1
164,145,20,0.8759124087591204,1
83,64,73,0.4842615012106535,1
333,15,214,1.806942463147891,1
23,98,188,-0.2060548422888075,0
115,52,39,0.6469938456682911,1
170,58,119,0.8138988887149736,1
285,94,42,1.510713735162625,1
963,149,127,4.780311185047466,1
146,112,122,0.6803382252891481,1
22,204,313,-0.0485955875206514,0
207,152,49,1.0583028670386767,1
103,213,27,-0.5002886280546335,0
32,203,126,0.1544699748986175,1
132,124,68,0.585468854976483,1
13,337,139,0.0575539568345249,1
273,21,41,-1.3477218225419705,0
8,42,101,-0.0388934804803255,0
115,52,30,0.5080809058356834,1
165,69,28,-0.808090583567207,0
162,4,90,-0.7902824528025718,0
164,72,45,-0.8457491272065738,0
3,127,193,0.0247892910262663,1
94,22,90,-0.5255329697570517,0
5,73,133,0.0149499177754535,1
19,199,22,0.094593249029188,1
121,39,71,0.5988023952095887,1
66,49,10,-0.331568268421833,0
189,63,88,0.9248327430145622,1
152,152,65,0.7373406904634123,1
43,285,45,0.2095312347724274,1
17,6,143,0.0779043723829033,1
65,32,207,0.3058103975535147,1
140,111,8,-0.6747245279355241,0
288,26,136,-1.4221483725931137,0
256,112,1,1.2580771490111715,1
197,102,2,-0.9300959467397688,0
65,40,28,0.3201497315667581,1
145,17,89,0.728535106591039,1
187,104,41,0.8868427429125347,1
86,65,233,0.4150378842719959,1
613,477,35,-2.963177452825633,0
82,148,145,0.3962946450686218,1
16,219,28,-0.1188883935205922,0
291,28,88,1.4178849068596406,1
140,105,41,-0.6551606121351483,0
127,17,136,0.6211483908832918,1
61,52,87,-0.2885650004890863,0
116,31,53,-0.6965222936184716,0
64,141,222,0.3151312226106597,1
54,39,112,0.2749815860544942,1
510,46,183,-2.519027743677896,0
49,100,199,0.2361927735062181,1
375,56,34,1.8835363147773732,1
294,40,58,-1.4447019377742834,0
183,84,55,0.8826738073986036,1
238,82,27,-1.0959039968263369,0
20,49,120,-0.0752068187515675,0
67,20,144,-0.3462117410938248,0
283,123,146,-1.4953929812194815,0
137,145,164,-0.705377223471686,0
67,43,93,-0.3603418099454387,0
50,111,2,0.267930750206105,1
17,156,3,0.0926593225573952,1
177,6,10,0.9029230219864388,1
8,17,148,0.005100999795971,1
161,36,5,-0.8365639665374403,0
60,0,101,-0.3034979423868407,0
27,51,97,0.1751223280968332,1
46,89,14,-0.236930208601592,0
157,35,46,0.7938946937102997,1
130,6,121,-0.7017004712149202,0
153,64,22,-0.8098210140815922,0
86,42,52,-0.4784191367654813,0
10,70,65,-0.0574772703521802,0
35,57,21,-0.1829874000104467,0
66,123,12,0.3549060542797377,1
71,3,15,-0.3914405010438457,0
9,91,27,0.0366645715483002,1
27,54,6,-0.1571338780641014,0
39,46,10,0.1937274202837784,1
79,7,54,0.417122894832886,1
63,3,131,0.3118665211289482,1
42,14,133,-0.2546909922553197,0
29,31,90,0.1508923461158389,1
79,63,68,-0.4474738539986589,0
0,107,60,-0.0156797156744801,0
143,46,2,0.7419706324910464,1
57,81,6,-0.274996108545622,0
174,65,5,0.8869636963696337,1
73,22,87,-0.3816006600660131,0
69,8,41,0.355908598545426,1
17,47,69,-0.0876876257285914,0
16,30,53,-0.082601961796584,0
191,103,21,0.9772320286518266,1
8,42,109,0.0613591041570913,1
115,40,83,-0.5726849721327341,0
144,46,12,-0.6788377474929206,0
112,64,102,-0.5747424014912212,0
777,33,138,-4.06207686699301,0
75,49,128,0.4377668486191339,1
78,72,70,-0.4107442036426647,0
93,45,235,-0.5209746567536655,0
30,48,136,0.1742634645755032,1
108,129,45,0.5146819807129788,1
31,14,54,0.1514659742507973,1
44,88,76,0.2643647154032891,1
46,7,73,0.247564716646039,1
1,47,108,-0.0,0
80,96,12,0.4287015701195003,1
71,120,29,-0.396548952360547,0
55,7,131,-0.3012858449453972,0
399,39,130,-2.1585451405752423,0
82,92,428,-0.4467486625117089,0
63,122,276,-0.3490304709141156,0
3,124,35,0.0111179053866408,1
15,169,49,-0.0444716215464922,0
12,104,117,-0.0556142594961244,0
96,17,189,0.591879632702728,1
8,85,224,-0.0829737802854282,0
105,47,36,-0.5757626086475085,0
283,167,245,-1.5591068545019198,0
53,125,130,-0.3506985689235904,0
170,50,9,0.916760404949386,1
79,80,25,-0.472440944881896,0
66,119,59,-0.35601265822784,0
23,89,52,0.1019772250864008,1
10,46,59,-0.0396578097558233,0
93,7,129,0.5074997180557119,1
76,41,55,0.3931700741406416,1
102,24,16,-0.5448213884520356,0
67,90,2,0.3713498002588125,1
164,8,6,0.9143112003122128,1
18,104,99,0.0612881658123427,1
62,139,16,0.3719122953094569,1
166,50,9,0.8803301237964121,1
189,1,114,-1.050894085281982,0
260,96,9,-1.445729537366546,0
346,104,44,-1.946513202437373,0
112,80,44,0.6232845379688854,1
175,10,28,0.990771669591794,1
62,121,46,0.4172069684839528,1
368,11,57,-2.035293454360925,0
555,35,46,3.1114084978253658,1
64,51,62,-0.3178320508531271,0
146,58,155,-0.7999104995245148,0
56,83,41,-0.3778053456636883,0
91,160,46,0.4507804135910334,1
220,16,60,1.202471747480928,1
153,36,98,0.8336093629237098,1
11,34,102,-0.0496853262669674,0
213,36,0,-1.2040872687103104,0
224,92,102,-1.269078101414422,0
275,60,49,1.5113490602866475,1
97,40,10,-0.5242317773688114,0
22,83,12,0.123187188532384,1
167,35,35,-0.946301584635208,0
