candle,shade_high,shade_low,interest,type
165,1,63,-1.06630476929044,0
154,98,115,0.995925758261663,1
162,14,137,1.0177954167200198,1
148,30,91,0.938490805326566,1
213,71,12,-1.3443246670894098,0
63,155,24,0.4033032456308945,1
85,232,147,0.5348615090735507,1
3,53,56,-0.0318369945877208,0
126,40,155,0.8086934546373499,1
346,4,66,-2.192317412180941,0
335,16,35,2.111919064179574,1
269,16,63,1.6724695349415557,1
91,223,29,0.5748902763182286,1
172,140,120,1.058103975535175,1
154,143,73,-1.0152905198776665,0
239,40,68,1.4552761371247556,1
68,100,157,0.4183846713557955,1
419,24,24,2.4661422910875928,1
35,265,230,-0.1715062984209652,0
125,27,213,0.6941993175667847,1
135,181,0,-0.8471584892340189,0
264,101,231,-1.536727186424585,0
275,34,88,1.6242812259173718,1
12,235,64,-0.0948485387396971,0
322,189,3,1.8805309734513287,1
363,70,17,-2.0901257568700373,0
54,164,182,-0.3211036451209992,0
98,30,112,-0.5607588140547648,0
187,209,44,1.1211294340965736,1
199,78,81,1.1898481917824313,1
45,194,48,0.1930501930501833,1
169,74,95,-0.9886509886510026,0
15,80,118,0.0472450245083706,1
58,182,38,-0.3425264276855984,0
105,45,107,-0.6459259259259227,0
4,172,50,0.0238521168753749,1
73,10,33,0.4747774480712081,1
180,65,35,-1.074183976261125,0
314,35,126,-1.8837362769212405,0
194,26,88,1.2140613674800704,1
47,36,111,0.3070994159089508,1
153,21,48,-0.9152766905521617,0
205,171,42,-1.264053479185648,0
157,32,143,0.9450067064991998,1
224,38,30,-1.3717839287891709,0
43,7,143,0.2405032067094197,1
17,67,36,0.0308242401824685,1
113,14,70,-0.6842981320510546,0
210,3,4,1.3411721477126548,1
9,150,36,0.0612032560132291,1
249,34,32,-1.5117204235265405,0
134,69,52,-0.832711906537412,0
92,118,11,0.5732087227414269,1
3,60,124,0.0186880956830464,1
103,17,53,0.6559811869546337,1
111,15,16,-0.6993006993006929,0
3,135,12,-0.0249283310482297,0
41,40,94,0.2673298103823498,1
41,27,58,-0.2548958657133937,0
16,111,10,0.0934055669717963,1
432,25,65,-2.696307366585728,0
131,18,128,0.8439621803413786,1
9,10,87,-0.0571102227298752,0
77,141,4,0.4739336492890942,1
53,78,12,-0.3601895734597207,0
114,32,19,-0.7039573820395759,0
41,51,325,-0.2427029443699382,0
87,86,38,0.5349296312806331,1
71,53,67,-0.4139336432528893,0
33,164,1,0.2296797243843258,1
285,136,65,1.804285177296066,1
133,24,121,-0.8269640395940456,0
68,170,57,-0.4295641187618457,0
23,37,114,0.1962894953460363,1
288,66,154,1.7909333996641976,1
123,31,33,-0.777314843604259,0
159,17,62,-1.0027575833542244,0
152,16,164,-0.9939225120283623,0
200,51,138,1.2377644458478017,1
39,52,77,0.2331149193548327,1
122,0,72,0.7875984498062394,1
230,40,5,1.4112281999137224,1
206,77,16,1.2535751232276624,1
171,5,118,-1.0040771618085529,0
106,5,110,0.6291613218496224,1
84,41,228,-0.5069940748885102,0
75,123,52,-0.4666011787819286,0
65,31,145,0.3809757896030561,1
165,29,17,-0.9893080988079106,0
231,25,64,-1.47706820579657,0
19,122,73,0.144672285822125,1
296,22,6,1.8641975308642031,1
527,307,20,3.1853224167812044,1
108,40,246,-0.6394549692224984,0
437,23,29,-2.634428004330573,0
139,0,182,-0.864838151717322,0
318,5,41,-1.9815553339980028,0
193,34,9,1.261691042621294,1
192,73,85,1.1969734557181797,1
253,140,6,1.5748992796972203,1
90,69,31,0.5403436342662928,1
227,33,176,-1.366037277639478,0
44,129,63,-0.2523698141080928,0
164,83,75,-1.0120333230484562,0
239,121,70,1.419616519174042,1
55,23,96,0.3246554364471592,1
106,10,100,0.6330269645139595,1
240,2,14,-1.4669182543064068,0
62,5,95,0.3815384615384687,1
67,43,51,0.4228200257368684,1
186,69,0,1.1389107651299497,1
123,7,33,-0.7451384261222529,0
81,64,20,0.4979958702781459,1
309,0,47,-1.876594194096924,0
90,87,91,0.5600689315608065,1
23,69,248,0.1413557863683934,1
24,95,47,0.2024043179587806,1
165,120,12,-0.9997546614327746,0
256,102,82,-1.5612415587634132,0
69,18,89,0.4448621553884777,1
48,51,112,0.3123048094940657,1
61,16,38,0.4353233830845795,1
135,9,35,-0.8457711442786149,0
289,7,10,-1.825137982940305,0
6,54,123,0.0383166230282938,1
57,15,73,0.3626877067956258,1
16,51,70,-0.1018070755917648,0
36,39,6,-0.2292993630573221,0
5,39,34,0.0637999234400865,1
151,38,25,1.0042316680351178,1
109,23,24,-0.6884355460114904,0
28,49,23,-0.1780717374713845,0
43,19,57,0.2732066840332976,1
22,36,42,0.139585051709929,1
19,64,7,0.1204055766793317,1
2,16,47,0.0316756414317325,1
43,81,15,-0.2787456445992973,0
58,48,23,0.3734177215190044,1
39,6,36,0.2462276658880142,1
81,25,49,0.5087939698492363,1
265,23,38,-1.6268844221105638,0
50,34,34,0.3372788596156368,1
402,5,16,2.5004653471489746,1
1,194,51,-0.0062046286529664,0
241,34,0,1.455301455301452,1
101,6,28,-0.6053564877094146,0
203,41,10,1.2394434655811466,1
240,40,21,1.4431137724550922,1
175,143,65,-1.0359281437125816,0
69,104,70,-0.4053972287771472,0
445,20,24,-2.6974483596597736,0
120,1,27,0.7621290042753657,1
47,59,15,0.2595636858043377,1
1,88,34,0.0123586479639072,1
202,65,83,1.232834909978635,1
63,54,38,-0.4089105889533186,0
176,14,3,-1.0908199534256653,0
180,20,15,1.10294117647058,1
160,11,40,0.9648643728381644,1
329,108,97,1.93989883963107,1
62,101,51,-0.3748884260636771,0
6,88,80,-0.0298650101540971,0
202,38,74,-1.2069068530799996,0
27,89,27,0.1208094231350003,1
220,24,0,1.3173581306628392,1
677,137,40,3.8679731820525936,1
717,166,104,3.941212087851597,1
202,122,44,-1.0568613419937378,0
113,112,65,0.6247235736399972,1
407,297,21,-2.2501105705440096,0
185,197,4,1.0465636892769226,1
128,187,83,0.7112691709268688,1
40,61,101,-0.2222716159146358,0
6,38,126,0.0334038525776634,1
152,57,97,0.839129954731149,1
2,177,152,-0.0110411836148784,0
342,49,168,-1.8937720848056612,0
29,132,74,-0.1406944678935247,0
148,210,4,0.8105539717144694,1
505,6,129,-2.822963832522788,0
31,155,33,0.1665422385573975,1
144,14,6,0.8145363408521291,1
75,7,54,-0.4272043745727814,0
17,54,168,-0.0743664550083025,0
45,10,92,-0.2576139226013225,0
157,49,95,0.8705052344105582,1
215,130,3,-1.2346381429221651,0
31,43,166,0.1840032200563541,1
141,0,198,-0.8222643896268096,0
539,58,35,3.030303030303031,1
38,4,209,-0.2023950075898142,0
307,0,89,-1.752013971043894,0
69,60,221,0.3827040612326584,1
157,197,99,-0.9024961443993932,0
229,147,14,-1.3314888466194077,0
254,43,25,1.4734660987682844,1
19,0,175,-0.1093588120179589,0
54,70,55,0.3101843873858314,1
515,46,67,2.873242579781305,1
714,285,70,3.830883141968016,1
136,156,128,-0.6974997317308862,0
284,56,61,-1.5776961314026463,0
133,1,263,0.7248351408796196,1
120,94,68,-0.6703362581067012,0
283,606,26,1.5289858987519551,1
170,183,87,-0.9238748716840348,0
238,47,100,-1.297851455993012,0
8,73,93,-0.0386740331491779,0
247,65,128,-1.36516884983142,0
331,99,18,1.837183718371847,1
229,28,102,-1.2541254125412564,0
374,78,0,2.046161401211336,1
60,47,119,-0.3437551154035105,0
67,41,159,-0.3449408672798881,0
88,127,86,0.4702794334773301,1
73,68,191,-0.4101274129162817,0
480,35,101,2.573155726742627,1
55,104,161,0.2986825964051434,1
221,33,209,-1.178729532241718,0
137,112,28,-0.7502158894645845,0
214,18,47,-1.185491326336404,0
127,49,127,-0.698915854933702,0
52,54,84,-0.2771004211926282,0
125,21,54,-0.6946760031121499,0
63,46,41,0.3513272362257282,1
14,41,67,-0.0836493419585053,0
205,158,64,-1.133002176703684,0
102,49,8,0.5725190839694534,1
62,30,104,-0.3480017961383055,0
57,58,9,0.3200269496378638,1
122,12,56,0.6913855589629208,1
60,45,24,0.3278870734689434,1
100,33,66,0.5471729398109773,1
70,92,74,0.3853988878489076,1
51,112,88,0.2854790008235,1
286,47,222,1.567144015131035,1
390,0,10,-2.091326668467985,0
215,46,105,-1.1756264488354162,0
1,32,171,0.0502400357262473,1
101,10,56,0.5606439078545549,1
92,35,67,-0.505134610047179,0
75,200,43,-0.4184333854050521,0
1,59,64,0.0168048397938633,1
9,64,56,0.0615798018250046,1
47,33,13,-0.2351228796954672,0
293,29,38,1.5903694295654134,1
10,97,49,-0.0552211607488004,0
10,48,98,-0.0055251671362981,0
145,2,58,-0.8122444469002232,0
218,21,2,1.1889690097429335,1
97,24,59,-0.533935157153067,0
51,52,4,0.2814414215551153,1
26,106,15,0.1267636684303283,1
270,18,115,-1.4991181657848216,0
52,13,106,-0.3077439570277391,0
124,15,13,0.6745456572639057,1
7,36,78,0.0390080802452104,1
111,38,61,-0.6185567010309256,0
210,48,96,-1.1494897387013625,0
246,7,143,-1.4067729309660135,0
52,167,12,-0.2991772625280475,0
497,71,82,2.804419765550492,1
104,79,88,-0.5496662740478939,0
290,20,52,1.6092336718273117,1
122,37,110,0.6779100529100646,1
75,226,74,0.4171240395170201,1
17,261,70,-0.0987925356750878,0
57,15,109,-0.3131524008350794,0
142,131,35,0.7927829414980749,1
192,30,10,-1.071623838162921,0
163,63,72,-0.8953244169337893,0
16,87,22,-0.1059558331474477,0
107,13,38,0.5661948376353081,1
112,47,13,0.6178628565123887,1
49,19,29,0.2970133656014582,1
21,67,28,0.1153719371497601,1
1,38,82,-0.0164817053071004,0
106,5,39,0.5790767549849818,1
119,11,54,-0.6282436492761576,0
1,37,45,-0.0,0
6,63,22,-0.0329851566795014,0
39,32,46,-0.1869775626924763,0
306,1,40,-1.6804407713498506,0
47,70,109,0.2626872345182107,1
115,11,43,0.6386405286832826,1
21,133,49,-0.1166213139334786,0
140,15,134,-0.7839430668297496,0
17,5,90,-0.0728495376856273,0
180,9,42,0.9773434029320214,1
265,6,59,1.439439549012107,1
4,127,64,0.0164167669913553,1
370,23,15,1.98455267110063,1
184,51,61,-0.9708217120789442,0
110,0,201,-0.5957861669284483,0
109,98,2,0.5904019066189932,1
14,213,139,-0.0162495937601505,0
59,198,10,0.3562753036437271,1
192,17,33,-1.0364372469635583,0
77,4,258,-0.4036437026127686,0
60,106,45,-0.3012213155156331,0
29,49,110,0.1754770783066419,1
246,5,15,1.341700930534515,1
116,70,44,-0.6221597056914163,0
12,73,114,-0.0653274538624941,0
77,58,65,0.369063772048861,1
72,75,18,-0.369063772048861,0
18,105,154,0.087084308496145,1
111,44,45,0.6112733960835328,1
165,31,103,-0.827653359298921,0
4,81,55,-0.0163639338896928,0
93,127,236,-0.512820512820511,0
38,129,15,-0.2357973239745661,0
440,10,23,-2.4185126147419425,0
10,149,90,-0.0732270602151743,0
132,110,64,0.7330311678137775,1
402,0,61,-2.210284818980469,0
173,86,190,-1.0013733119707098,0
104,23,78,0.6317845040491505,1
148,31,16,0.8823864283274645,1
83,14,25,0.4702816023570761,1
165,0,17,-0.9235650745084598,0
153,16,9,0.8449106889707849,1
31,43,57,-0.1701162461015002,0
2,42,105,0.0113591185323969,1
92,3,0,-0.5281990117566835,0
83,21,10,0.4716713076092418,1
130,6,25,-0.7330795021878771,0
85,62,22,-0.4866040760247472,0
21,34,22,0.1206619168007421,1
153,19,7,0.865800865800864,1
157,12,1,0.8807588075880659,1
249,22,14,-1.4001806684733538,0
26,81,91,-0.1546037562986839,0
16,106,90,0.0916747837048035,1
16,87,46,0.091590818020478,1
111,18,57,-0.6239624477646117,0
98,42,17,0.5613472333600669,1
6,20,182,-0.0343681979608163,0
113,0,13,0.6150341685649181,1
8,33,84,0.0398474412250067,1
62,13,35,0.3290780141843896,1
99,26,40,0.5641748942172029,1
24,10,71,0.1239646137375274,1
43,13,37,-0.2479292274750548,0
62,24,15,-0.338925605829516,0
80,135,12,0.4906937394246995,1
17,107,10,-0.0564015792442234,0
39,30,42,-0.2370203160270847,0
35,32,1,-0.2036429460346198,0
86,29,10,0.4794945563265145,1
133,18,38,-0.7389857279855505,0
91,9,1,0.4638533770788484,1
3,9,137,-0.0113134970019075,0
112,16,22,-0.610997963340111,0
80,56,40,-0.4724499089253129,0
5,177,75,-0.0171575636259717,0
276,47,32,-1.5558860542272157,0
57,35,103,-0.3312027890761158,0
93,10,10,0.5334879675268098,1
148,47,41,0.8680156357783346,1
63,26,64,-0.327661531386525,0
10,74,18,0.0634005763688918,1
111,17,39,-0.634005763688748,0
43,38,41,0.2372547884960454,1
30,34,78,-0.1851744690700769,0
104,29,27,0.5764020981036424,1
116,4,19,-0.6686264338002132,0
62,17,12,0.3527234879148722,1
144,19,0,-0.8326587255695586,0
63,10,40,0.366002440016274,1
80,46,2,0.4683705331328838,1
195,43,3,-1.1102116340927497,0
101,20,5,0.5697674418604493,1
86,17,15,0.4917558576800758,1
29,18,55,0.1328865264617604,1
3,16,47,-0.0231107002542074,0
40,47,23,0.2306273062730497,1
1,75,30,-0.005765682656829,0
101,34,30,0.5789956432010968,1
26,24,52,0.154541812145851,1
196,83,11,1.1094130299428286,1
109,28,32,-0.6113092205807362,0
38,110,30,-0.2221083205193963,0
20,66,47,-0.1084474885844883,0
56,6,30,-0.314267756128217,0
291,7,20,-1.6680041270205097,0
32,143,17,-0.1690469250947188,0
85,42,55,0.4938701992911518,1
76,0,9,0.4396367212356153,1
28,20,32,-0.167756117313587,0
98,38,14,0.5703750648153374,1
2,46,44,-0.011522728582122,0
7,44,44,-0.0576202823393998,0
67,32,0,0.3790707024294875,1
38,51,11,-0.2297398196542417,0
11,41,31,0.0115121165026295,1
39,13,21,0.2010569852941159,1
35,12,12,-0.1953125,0
26,25,22,-0.1554046276044545,0
22,4,25,-0.126823081800893,0
15,20,18,0.0865051903114277,1
36,32,40,-0.1787773933102698,0
89,10,20,-0.5141833728118428,0
123,60,13,-0.7142857142857082,0
103,5,216,-0.5907469146633844,0
201,3,8,1.174555180834986,1
18,75,43,-0.1046633329456909,0
21,41,34,-0.1222351571594799,0
247,33,103,1.4077223626752442,1
19,89,105,-0.1206619168007421,0
18,224,259,-0.1035494448599223,0
439,49,16,2.438339232541153,1
266,4,79,-1.4607562222596755,0
37,24,144,0.2105143377332581,1
112,84,66,-0.6429221665908074,0
44,12,14,-0.2863196472541887,0
56,7,11,0.3148614609571751,1
52,58,63,0.3366234951788698,1
237,3,56,-1.2266788383636822,0
371,6,9,2.1202012777746404,1
110,34,121,0.6236655804022888,1
327,5,78,1.7933013298019065,1
159,85,243,0.8697079094190912,1
197,35,37,-1.0775626299092096,0
78,183,191,-0.3815316560685744,0
432,20,0,2.309944691465134,1
63,0,161,-0.3633011603947551,0
22,261,161,0.092431491953036,1
97,282,50,0.5138746145940445,1
219,112,107,-1.1792070103315808,0
70,35,31,0.3708349239243063,1
128,23,14,0.6932033577037799,1
275,65,65,1.493731661776465,1
197,5,73,-1.0509469191784433,0
182,26,85,-0.9812378693120394,0
210,25,6,1.1358131022231817,1
102,39,35,0.5141112836716246,1
112,127,53,0.5697550585729374,1
11,67,409,0.0532197977647541,1
116,94,212,-0.6599254922831221,0
130,137,24,0.7127659574468055,1
132,76,16,-0.6914893617021249,0
78,13,159,0.3841639099348981,1
1091,78,0,5.515224843718485,1
26,334,235,-0.1109094575519407,0
9,417,105,-0.0403754920763219,0
25,110,182,-0.1110774512773957,0
2,147,116,-0.010109179134659,0
10,224,35,-0.0808816095440221,0
579,150,0,2.850683180969241,1
214,38,182,-1.0419738523542748,0
169,109,156,-0.8741432402900529,0
196,103,0,0.9725116602163412,1
168,45,100,-0.8633521881512394,0
345,8,214,-1.7267267267267243,0
287,66,2,1.4406184118060423,1
25,276,93,0.1253321301448835,1
173,53,24,-0.8622850553967965,0
41,450,136,-0.2225031605562719,0
158,46,29,-0.7957021945162381,0
38,0,264,-0.1941350771431444,0
40,34,80,0.1737353091466502,1
32,48,29,0.1530612244898037,1
27,92,74,-0.1428571428571388,0
19,0,207,-0.0715307582260322,0
131,43,78,-0.669802638306578,0
111,38,17,0.5579443079443109,1
83,50,28,0.4230592792700918,1
203,15,2,-1.0347112492991355,0
102,0,245,-0.5304903172641104,0
128,3,176,0.6635119843637369,1
271,9,24,-1.3681719987655612,0
174,96,172,-0.9803921568627488,0
306,56,352,-1.6326100695175825,0
398,9,33,2.065855704697995,1
61,102,27,-0.2936241610738221,0
78,147,38,0.4032891635677913,1
53,35,27,0.3028562477155248,1
16,17,122,0.1355790791051845,1
332,24,40,-1.7312405485738225,0
116,49,55,0.6275047458342158,1
54,23,48,-0.2900232018561439,0
280,65,13,1.4540337711069498,1
95,30,0,0.4978220286247676,1
15,62,14,0.0725463778629915,1
299,99,4,1.5207185139824588,1
609,62,146,3.009305088101371,1
176,62,398,0.8879077753249902,1
387,162,104,-1.91807701741476,0
256,247,24,-1.2803841152345683,0
260,148,56,1.3198680131986862,1
73,37,81,-0.3599640035996287,0
87,192,44,-0.4214751630707383,0
14,135,125,0.0755248980413938,1
121,20,110,-0.6344091435476713,0
177,57,38,0.8391116470706521,1
57,160,81,0.3005710850616196,1
78,72,109,0.4488330341113169,1
103,58,69,-0.5086774386594897,0
199,58,44,0.9876420666037972,1
23,93,101,-0.1141495855873842,0
368,73,184,-1.8284805723939144,0
123,109,20,0.6336753168376674,1
143,96,25,0.7586344579756457,1
100,104,124,0.4916811522224975,1
681,53,134,-3.387136826421653,0
105,56,617,-0.5346219092170799,0
31,158,169,-0.1550467724430149,0
287,12,111,-1.4855841399658374,0
314,60,43,1.6230745373720763,1
148,31,14,0.7642985380866918,1
42,14,227,0.199651889014035,1
188,12,52,0.983373884833739,1
448,63,135,-2.2759529602595165,0
47,161,233,-0.1919186679807012,0
113,0,248,-0.5924540068599953,0
40,54,122,0.1878522229179822,1
225,22,142,-1.1688582759340562,0
62,83,124,-0.3379091869060175,0
165,69,259,0.8613445378151283,1
30,47,90,-0.1575630252100808,0
188,74,12,0.9947398572990948,1
84,143,88,-0.4426852768085041,0
48,48,259,0.2452643114334876,1
317,47,24,-1.6542295047748323,0
22,103,291,0.1165995336018568,1
475,56,54,2.4607113316790645,1
716,432,78,3.540440809813504,1
187,177,120,-0.9225092250922416,0
347,146,42,1.7116002968092945,1
1265,1,59,-6.252782587187724,0
114,40,117,0.6500655307994805,1
74,21,82,0.3864431563005865,1
102,52,95,0.5350093496779493,1
120,23,45,0.6194507536650917,1
16,13,214,-0.0929176130497637,0
128,75,93,0.6977937403796943,1
96,81,88,0.4901460226692506,1
194,67,122,-0.9751863576023824,0
10,67,111,0.0927213722763014,1
117,56,164,-0.6026889197960088,0
96,98,59,-0.4767827529021673,0
125,41,52,0.656975841911958,1
46,126,40,-0.2276136775127923,0
98,63,255,0.5568445475637986,1
12,130,74,0.077279752704797,1
179,25,57,-0.9119010819165396,0
162,73,13,0.8301536557698199,1
191,54,99,-1.005465607919973,0
226,15,72,-1.1250585968019209,0
117,94,162,0.5657115918495492,1
46,104,47,-0.2619035147451711,0
136,73,77,-0.6879890762039764,0
251,39,53,1.3254017950323629,1
367,361,100,1.8740399385560664,1
35,260,176,0.1839926402943916,1
129,94,36,-0.6644178677297248,0
213,89,18,1.0638839399338167,1
150,61,83,-0.7584627131585648,0
130,110,39,-0.6616741895773544,0
52,133,145,-0.2684979604481725,0
72,24,154,0.3919344025578795,1
207,62,82,-1.0417203857459612,0
116,12,62,0.5957314546208039,1
59,39,98,0.2789544374418824,1
192,32,79,-0.9866721768777752,0
40,20,72,0.2082574061540043,1
64,39,43,0.3527885862516342,1
71,57,37,0.3772999793260396,1
75,49,65,-0.3824684721934943,0
310,180,84,1.5879499617053767,1
57,254,12,0.2851178656891164,1
177,273,7,0.8931274598849654,1
111,83,103,0.5619668840943177,1
308,39,13,-1.5403913697942642,0
57,7,99,0.2947004725369595,1
254,189,89,1.2245922208281144,1
6,270,128,0.0250878073256473,1
105,56,21,-0.5318615153035609,0
51,80,27,0.2465656921451113,1
38,92,130,-0.1912142102350031,0
322,141,18,1.6072225804851428,1
109,64,185,-0.5456619872017541,0
79,67,22,-0.3790712753753382,0
152,29,63,-0.7710409052220513,0
18,126,55,0.0705894216709452,1
727,129,53,3.550065651899033,1
330,188,131,-1.58050868063998,0
130,173,197,0.6333775224627942,1
13,154,51,-0.0687386458486685,0
255,95,109,1.218210056299739,1
88,79,176,-0.4416618132401453,0
173,15,68,-0.9018671086628132,0
109,25,164,-0.5411255411255524,0
12,72,206,0.0840128490239777,1
481,151,33,2.321876810195022,1
67,188,305,-0.3427302568063339,0
403,163,29,-1.9132961976265364,0
1058,9,401,-5.180246913580248,0
529,64,109,2.695991486342677,1
449,144,85,-2.320985151776213,0
184,131,121,-0.9286640726329408,0
642,62,90,-3.3776707163803934,0
518,18,31,-2.8182754322258887,0
283,37,37,1.596970694764579,1
100,155,0,0.5783500654736002,1
17,67,234,-0.0927542557835039,0
119,22,54,0.6295110435773523,1
195,40,10,-1.0907906875780071,0
30,160,45,0.1861993428258586,1
21,128,83,0.1749398644216171,1
2,56,93,0.0437158469945302,1
25,31,94,0.1309757694826459,1
161,25,8,-0.8840864440078633,0
3,91,154,-0.0220240061667169,0
14,33,149,0.0330323717243032,1
141,10,85,-0.8037877119577104,0
45,49,396,0.2932875878479422,1
234,27,81,1.272945804195814,1
100,23,182,0.5433601391001872,1
217,18,24,-1.179091501847438,0
241,51,24,-1.3141254742398305,0
400,112,148,-2.228660574994436,0
592,185,303,-3.367905174378848,0
59,103,155,0.3291600540762971,1
179,15,47,1.0354255133500203,1
231,24,38,1.3089155519834748,1
90,112,14,-0.4707503300993068,0
110,52,47,0.6361760660247597,1
134,80,67,-0.7565337001375667,0
208,19,52,1.1982197877439231,1
156,12,22,0.910273081924572,1
79,11,65,0.4446695936057665,1
91,73,91,0.5040322580645125,1
216,11,3,1.2116182572614065,1
252,1,35,-1.344398340248958,0
32,28,152,0.1847187237615486,1
200,55,132,-1.091519731318229,0
69,56,135,-0.4244482173175044,0
126,46,34,0.7166234059361187,1
98,38,64,0.5722621184919348,1
175,31,44,-1.009874326750463,0
166,31,174,-0.946497392881426,0
276,99,51,1.5435750098586,1
249,58,0,1.344967487356186,1
37,297,14,-0.1722892235869579,0
278,55,14,1.518723614233224,1
336,43,72,1.8035964251103709,1
183,107,115,0.975635762648608,1
77,70,193,-0.4798208668763664,0
51,95,75,-0.3053516901483846,0
334,15,22,-1.8001074691026415,0
449,15,44,2.3979918820764823,1
75,45,84,0.3989573913506206,1
18,105,79,0.0212732010849379,1
22,38,92,-0.1435941073233095,0
8,54,50,0.0372677421072324,1
27,13,101,0.1223013931723926,1
245,0,26,-1.3240455173880576,0
85,77,71,-0.4580481758905108,0
161,10,9,0.8640583910266599,1
49,48,17,-0.2790747598347138,0
63,13,46,0.3379103196738953,1
86,20,105,-0.4720017163698742,0
174,0,62,-0.9053675361069082,0
48,35,42,0.2549498237049192,1
115,27,240,0.6306597671409975,1
571,161,27,3.0214323052796743,1
48,170,67,-0.2143230527966579,0
240,190,28,1.216104326226457,1
220,160,36,1.105424769703177,1
277,14,79,-1.3766632548618247,0
137,31,66,-0.7005344818639401,0
201,22,2,1.0189830859152664,1
85,10,72,-0.4241452438835011,0
145,29,36,0.7424593967517268,1
101,103,46,0.5231574088321338,1
34,18,62,-0.1282248551059126,0
54,17,41,-0.2875924404272894,0
106,31,0,0.4767030601260842,1
147,46,11,-0.763750064072994,0
6,56,81,-0.0413223140495944,0
8,34,176,-0.0310045473335947,0
184,26,23,0.9269216981615216,1
140,0,64,0.7522236340533652,1
136,60,51,0.6814740030287822,1
43,451,41,0.1813967550135942,1
127,73,17,0.6557541172348209,1
248,32,57,-1.2614506682684947,0
44,168,14,-0.2889733840304131,0
73,43,362,0.3394983531796356,1
13,169,12,0.0708896652995179,1
95,123,87,0.4787341261842215,1
247,87,22,-1.249748034670418,0
250,13,84,1.2696493349455835,1
333,16,56,-1.6676743248690116,0
554,2,226,-2.8692934364912617,0
171,50,222,-0.8967663659861813,0
175,27,116,0.8706205149852337,1
87,73,162,0.4726394286314388,1
147,45,64,0.7557200187627018,1
54,44,33,-0.2814405587116368,0
398,41,296,-2.08540218470705,0
77,145,7,0.3881533471579672,1
167,73,65,0.8801517866554178,1
56,117,0,0.2942722017866543,1
41,104,130,0.2306805074971265,1
58,14,30,-0.3198070672119115,0
204,27,16,-1.0939883237784755,0
368,18,12,1.9193657747874653,1
183,58,27,-0.9648985552600068,0
15,103,94,-0.07373077733304,0
72,14,106,-0.4058184884578821,0
315,7,77,-1.6933904852621993,0
162,52,25,0.8486336464560083,1
157,5,25,0.8519870878975553,1
652,0,74,-3.4608668042546498,0
204,59,141,1.0951477365139652,1
117,31,39,0.6410256410256352,1
83,208,43,-0.4578754578754598,0
193,65,38,1.0283327084783878,1
104,10,53,0.5539280958721662,1
121,85,20,0.6456051225062112,1
347,1,59,1.808261886204221,1
247,19,83,-1.2730579371265236,0
7,67,60,0.0368285368548413,1
124,82,73,0.6585480583285488,1
67,53,67,0.3645263760870705,1
105,42,35,-0.5415820444722073,0
90,66,38,0.4793913813766863,1
248,33,41,-1.2818508675941729,0
136,51,75,-0.7073106360517301,0
101,9,162,0.5866187506606053,1
7,70,29,-0.0687030969242243,0
21,55,69,-0.0687503305304346,0
125,24,91,-0.6615156646909526,0
821,9,144,4.185595426471323,1
427,255,127,2.1281910376180235,1
83,236,272,-0.4196433031922879,0
129,129,32,-0.5819495309286111,0
303,82,269,1.496172581767567,1
427,305,80,2.1260034054974426,1
146,421,99,0.7196676970633575,1
63,71,334,-0.3042890262751285,0
439,4,67,-2.102611307591687,0
292,22,108,1.467719914179824,1
431,86,181,-2.0723620050711844,0
200,162,25,-0.9859084798087993,0
409,173,3,2.029856629058472,1
186,215,33,0.9177446912374876,1
8,110,173,-0.0292897241884446,0
10,212,77,0.0390491531214962,1
26,180,88,0.1608187134502827,1
51,148,35,-0.2485380116959135,0
66,14,209,-0.3664077385314357,0
35,82,70,0.1957521777429747,1
114,33,188,0.5547985205372896,1
65,160,75,0.3153349827778555,1
335,25,49,1.5991980141302236,1
195,51,109,-0.926102730570932,0
35,589,234,0.1347319795977171,1
134,233,69,0.6454080413061121,1
421,60,296,-2.012716928813873,0
16,483,98,0.073131490419783,1
8,83,307,-0.0195017307786145,0
284,42,74,-1.3848929633783629,0
63,4,153,-0.3411956682984822,0
184,29,36,0.8803423006934565,1
183,88,42,0.8919867420549679,1
382,108,24,-1.8570871514915268,0
5,93,428,-0.0099329525701676,0
5,140,34,0.0297929390734452,1
145,16,34,0.7148491421810377,1
179,58,36,0.8844368433911427,1
9,28,167,-0.0635230881993607,0
150,45,78,-0.723645609231383,0
45,37,141,-0.2216312056737592,0
66,78,43,0.2854752177979094,1
17,87,183,-0.1082837033026606,0
155,39,258,-0.7686622320768777,0
189,26,119,-0.9434430706589296,0
291,91,68,-1.4587197353250758,0
3,77,153,-0.0,0
166,0,200,-0.8037440227897008,0
325,67,89,1.60460187708145,1
67,1,163,-0.3532142496720212,0
53,151,48,0.2676632493308375,1
187,3,246,-0.9191454977021324,0
159,56,23,-0.8257301595392192,0
9,124,202,0.0359638306617426,1
195,62,54,0.9616852388948304,1
206,120,22,-1.0023914923930306,0
347,89,285,-1.79893092105263,0
37,127,101,-0.1884224850832083,0
177,78,100,0.9505012205889898,1
55,39,268,0.2796913036722372,1
55,71,24,0.2686089157497804,1
436,25,164,-2.2573480035125755,0
49,35,200,-0.2748123876968691,0
165,14,104,0.8772390607763754,1
126,87,0,0.6678841638403412,1
105,33,21,0.5500492968709523,1
131,38,134,0.6956611357312141,1
73,49,69,0.3696478077831386,1
119,21,71,0.6021637068789545,1
75,18,112,0.3559442692972538,1
219,48,26,-1.0830875622902454,0
